FID,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,Shape_Leng
26613,404,1990,5,20,5/20/1990,14:45:00,3,TN,47,5,1,0,0,4,0,35.38,-87.28,35.38,-87.28,1.5,40,0.000145
26657,108,1991,3,22,3/22/1991,17:00:00,3,TN,47,2,2,0,0,6,0,36.23,-88.08,36.23,-87.97,7,150,0.11
26661,109,1991,3,22,3/22/1991,17:25:00,3,TN,47,3,1,0,0,4,0,35.22,-88.32,35.22,-88.32,1,50,0.000145
26665,111,1991,3,22,3/22/1991,17:30:00,3,TN,47,4,1,0,0,5,0,35.38,-88.02,35.38,-88.02,1,50,0.000145
26668,114,1991,3,22,3/22/1991,18:05:00,3,TN,47,5,2,14,1,7,0,35.48,-87.63,35.55,-87.57,5,50,0.092195
26686,199,1992,5,12,5/12/1992,18:00:00,3,TN,47,2,0,0,0,5,0,36.08,-87.78,36.08,-87.78,1,23,0.000146
26690,200,1992,5,12,5/12/1992,20:19:00,3,TN,47,3,0,0,0,2,0,35.55,-87.63,35.55,-87.63,0.5,10,0.000146
26770,255,1994,4,27,4/27/1994,13:40:00,3,TN,47,3,0,0,0,2,0,35.23,-87.4,35.23,-87.4,0.1,10,0.000145
26800,618,1994,6,26,6/26/1994,20:00:00,3,TN,47,20,3,22,0,5,0,35.15,-87.95,34.95,-87.38,38,880,0.60407
26808,628,1994,6,26,6/26/1994,22:00:00,3,TN,47,22,1,0,0,4,0,35.43,-87.72,35.45,-87.65,5,50,0.072801
26822,1069,1994,11,27,11/27/1994,16:35:00,3,TN,47,28,0,0,0,4,0,36.6,-87.82,36.6,-87.82,2,50,0.000147
26834,437,1995,5,18,5/18/1995,10:58:00,3,TN,47,15,1,0,0,0,0,36.12,-87.22,36.12,-87.22,1,50,0.000146
26859,470,1995,5,18,5/18/1995,15:30:00,3,TN,47,22,0,0,0,3,0,35.25,-87.67,35.25,-87.67,0.5,10,0.000145
26864,474,1995,5,18,5/18/1995,15:52:00,3,TN,47,23,4,32,3,6,0,35,-87.48,35.35,-87.17,29,1000,0.467547
26873,484,1995,5,18,5/18/1995,16:47:00,3,TN,47,26,0,1,0,5,0,35.33,-87.2,35.33,-87.13,3,50,0.07
26874,485,1995,5,18,5/18/1995,16:50:00,3,TN,47,27,0,0,0,3,0,36.42,-87.2,36.42,-87.2,0.5,10,0.000147
26878,489,1995,5,18,5/18/1995,17:15:00,3,TN,47,30,0,0,0,3,0,36.42,-86.98,36.42,-86.98,0.5,10,0.000147
26914,145,1996,4,20,4/20/1996,5:45:00,3,TN,47,5,2,12,0,1.25,0,35.43,-87.38,35.43,-87.38,0.5,200,0
26916,1145,1996,4,20,4/20/1996,5:50:00,3,TN,47,6,2,0,0,0,0,35.43,-87.3,35.38,-87.23,1,440,0.086023
26920,1169,1996,4,20,4/20/1996,5:56:00,3,TN,47,7,2,0,0,0,0,35.38,-87.23,35.38,-86.92,1,440,0.31
26921,1170,1996,4,20,4/20/1996,6:03:00,3,TN,47,8,2,0,0,0,0,35.38,-86.92,35.35,-86.85,1.5,440,0.076158
26957,759,1996,9,27,9/27/1996,5:15:00,3,TN,47,12,1,0,0,0.1,0,35.2,-87.32,35.22,-87.28,2.8,133,0.044721
26958,100,1997,3,1,3/1/1997,1:25:00,3,TN,47,14,2,0,0,0.1,0,35.43,-87.52,35.47,-87.45,3.9,440,0.080623
26959,660,1997,3,1,3/1/1997,1:32:00,3,TN,47,15,2,2,0,0.2,0,35.4,-87.67,35.4,-87.52,7.8,440,0.15
26961,116,1997,3,28,3/28/1997,20:17:00,3,TN,47,24,0,0,0,0,0,35.05,-88.25,35.05,-88.25,0.1,10,0
26966,454,1997,6,17,6/17/1997,18:13:00,3,TN,47,35,1,2,0,0.33,0,36.63,-87.47,36.67,-87.43,1.7,30,0.056569
27003,452,1990,5,27,5/27/1990,14:30:00,3,TN,47,6,0,0,0,2,0,36.08,-88.92,36.08,-88.92,0.8,17,0.000146
27010,660,1990,6,9,6/9/1990,15:43:00,3,TN,47,7,0,0,0,0,0,35.6,-88.92,35.6,-88.92,0.1,20,0.000145
