FID,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,Shape_Leng
25483,590,1980,6,24,6/24/1980,14:00:00,3,TN,47,9,1,0,0,3,0,35.65,-85.88,35.65,-85.88,0.1,10,0.000146
25487,610,1980,6,29,6/29/1980,10:00:00,3,TN,47,11,2,0,0,4,0,35.02,-86.82,35.02,-86.82,1,40,0.000145
25488,633,1980,7,5,7/5/1980,18:00:00,3,TN,47,12,2,0,0,4,0,36.38,-86.53,36.28,-86.52,6.9,100,0.100499
25490,637,1980,7,6,7/6/1980,14:00:00,3,TN,47,14,1,0,0,4,0,35,-85.73,35,-85.73,1,200,0.000145
25495,781,1980,8,29,8/29/1980,13:45:00,3,TN,47,16,1,0,0,4,0,36.08,-86.03,36.08,-86.03,0.8,40,0.000147
25496,104,1981,4,17,4/17/1981,7:10:00,3,TN,47,1,1,0,0,4,0,36.47,-86.7,36.47,-86.7,0.4,50,0.000147
25502,67,1982,3,20,3/20/1982,8:00:00,3,TN,47,1,1,0,0,4,0,36.62,-86.45,36.62,-86.45,0.2,40,0.000147
25504,569,1982,6,3,6/3/1982,13:15:00,3,TN,47,6,1,0,0,4,0,35.05,-85.63,35.05,-85.63,2,77,0.000145
25506,434,1983,5,29,5/29/1983,16:00:00,3,TN,47,1,1,1,0,4,0,35.82,-85.65,35.82,-85.65,1,20,0.000147
25509,174,1984,4,22,4/22/1984,4:00:00,3,TN,47,4,1,0,0,4,0,35.12,-86.48,35.15,-86.42,3,50,0.067082
25511,351,1984,5,6,5/6/1984,5:15:00,3,TN,47,5,2,0,0,5,0,36.58,-86.52,36.58,-86.52,2,50,0.000147
25513,352,1984,5,6,5/6/1984,5:20:00,3,TN,47,6,2,0,0,4,0,36.6,-86.52,36.6,-86.52,1,50,0.000147
25515,353,1984,5,6,5/6/1984,7:45:00,3,TN,47,7,1,0,0,4,0,35.5,-86.08,35.53,-86,5,50,0.08544
25517,354,1984,5,6,5/6/1984,10:00:00,3,TN,47,8,1,0,0,1,0,36.55,-86.03,36.55,-86.03,0.1,10,0.000147
25519,357,1984,5,7,5/7/1984,1:30:00,3,TN,47,10,1,0,0,4,0,35.98,-86.53,35.98,-86.53,0.3,50,0.000146
25521,358,1984,5,7,5/7/1984,2:15:00,3,TN,47,11,1,0,0,5,0,36.02,-85.85,36.02,-85.85,2,70,0.000147
25523,359,1984,5,7,5/7/1984,4:30:00,3,TN,47,12,1,0,0,0,0,35.63,-86.7,35.63,-86.7,0.1,10,0.000146
25526,360,1984,5,7,5/7/1984,7:00:00,3,TN,47,13,1,0,0,0,0,35.85,-86.42,35.85,-86.42,0.1,10,0.000146
25527,370,1984,5,7,5/7/1984,14:30:00,3,TN,47,23,1,0,0,5,0,36.4,-86.33,36.4,-86.33,1,50,0.000147
25564,371,1984,5,7,5/7/1984,14:30:00,3,TN,47,24,1,0,0,5,0,35.45,-86.8,35.45,-86.8,2,60,0.000146
25568,435,1984,5,26,5/26/1984,13:15:00,3,TN,47,28,0,0,0,0,0,35.15,-86.58,35.15,-86.58,0.1,20,0.000145
25573,863,1984,10,23,10/23/1984,13:15:00,3,TN,47,31,0,0,0,4,0,35.12,-85.6,35.12,-85.6,0.1,27,0.000146
25578,899,1984,11,10,11/10/1984,14:30:00,3,TN,47,33,1,3,0,4,0,36.4,-86.45,36.4,-86.45,0.5,40,0.000147
25593,57,1985,4,5,4/5/1985,16:15:00,3,TN,47,1,1,0,0,3,0,35.42,-86.23,35.42,-86.23,1,30,0.000146
25600,377,1985,6,4,6/4/1985,16:30:00,3,TN,47,3,2,0,0,4,0,36.27,-86.45,36.22,-86.37,5,100,0.09434
25607,563,1985,8,16,8/16/1985,16:00:00,3,TN,47,6,2,0,0,3,0,35.1,-86.72,35.2,-86.75,7,70,0.104403
25613,567,1985,8,16,8/16/1985,17:50:00,3,TN,47,7,1,0,0,3,0,35.78,-86.75,35.78,-86.75,1,30,0.000146
26395,356,1984,5,7,5/7/1984,1:14:00,3,TN,47,9,2,0,0,5,0,36.47,-86.95,36.48,-86.9,3,50,0.05099
26398,363,1984,5,7,5/7/1984,12:06:00,3,TN,47,16,3,36,0,6,0,36.28,-88.35,36.25,-88.25,6,100,0.104403
26402,364,1984,5,7,5/7/1984,13:00:00,3,TN,47,17,1,0,0,4,0,35.6,-88.1,35.6,-88.1,0.1,10,0.000145
26404,365,1984,5,7,5/7/1984,13:00:00,3,TN,47,18,1,0,0,0,0,36.42,-87.28,36.42,-87.28,0.1,10,0.000147
26405,366,1984,5,7,5/7/1984,13:20:00,3,TN,47,19,1,0,0,0,0,36.08,-87.38,36.08,-87.38,0.1,10,0.000146
26408,367,1984,5,7,5/7/1984,13:25:00,3,TN,47,20,0,0,0,0,0,36.43,-87.77,36.43,-87.77,0.1,10,0.000147
26411,368,1984,5,7,5/7/1984,13:30:00,3,TN,47,21,0,0,0,0,0,36.4,-87.65,36.4,-87.65,0.1,10,0.000147
26414,369,1984,5,7,5/7/1984,14:25:00,3,TN,47,22,1,0,0,0,0,35.6,-87.3,35.6,-87.3,2,50,0.000146
26429,557,1985,8,16,8/16/1985,14:00:00,3,TN,47,4,3,1,0,5,0,35.23,-87.02,35.43,-87.02,12,500,0.2
26434,561,1985,8,16,8/16/1985,15:30:00,3,TN,47,5,2,0,0,3,0,35.33,-87.05,35.42,-87.05,5,60,0.09
26438,599,1985,8,30,8/30/1985,19:00:00,3,TN,47,8,1,0,0,2,0,36.43,-87.2,36.43,-87.2,2,30,0.000147
26441,27,1986,2,17,2/17/1986,14:40:00,3,TN,47,2,0,0,0,5,0,35.98,-87.12,35.98,-87.12,0.7,13,0.000146
26520,572,1988,11,4,11/4/1988,15:45:00,3,TN,47,9,2,0,0,5,0,35.25,-87.83,35.42,-87.65,13,73,0.247588
26586,324,1989,5,22,5/22/1989,19:37:00,3,TN,47,1,2,2,1,5,0,35.05,-87.15,35.15,-87,9,100,0.180278
26933,376,1981,6,6,6/6/1981,5:50:00,3,TN,47,6,0,0,0,4,0,36,-87.95,36,-87.95,0.1,20,0.000146
26937,377,1981,6,6,6/6/1981,6:20:00,3,TN,47,7,0,0,0,4,0,36.15,-87.65,36.15,-87.65,0.1,20,0.000146
26969,179,1982,4,17,4/17/1982,3:45:00,3,TN,47,5,1,0,0,4,0,35.38,-86.93,35.38,-86.93,0.8,30,0.000146
26989,866,1983,11,23,11/23/1983,9:30:00,3,TN,47,6,1,0,0,4,0,35.98,-87.77,35.98,-87.77,1,73,0.000146
26993,51,1984,3,15,3/15/1984,20:20:00,3,TN,47,1,1,0,0,5,0,36.18,-87.33,36.18,-87.33,0.1,10,0.000146
27023,848,1980,10,17,10/17/1980,15:13:00,3,TN,47,17,1,0,0,5,0,35.17,-88.58,35.17,-88.58,0.5,40,0.000145
27026,849,1980,10,17,10/17/1980,15:13:00,3,TN,47,18,1,0,0,4,0,35.17,-88.57,35.18,-88.53,3,80,0.041231
27039,374,1981,6,6,6/6/1981,4:15:00,3,TN,47,4,0,0,0,5,0,35.63,-88.88,35.63,-88.88,0.5,50,0.000145
27041,375,1981,6,6,6/6/1981,4:50:00,3,TN,47,5,1,0,0,4,0,35.77,-88.47,35.77,-88.47,2,100,0.000146
27055,768,1981,10,17,10/17/1981,19:00:00,3,TN,47,8,2,0,0,4,0,35.25,-89.1,35.25,-89.1,1.5,33,0.000145
27066,126,1982,4,2,4/2/1982,19:20:00,3,TN,47,3,3,1,0,6,0,36.03,-89.38,36.03,-89.25,8,77,0.13
27068,127,1982,4,2,4/2/1982,19:58:00,3,TN,47,4,2,0,0,5,0,36.22,-89.07,36.37,-88.9,11.5,77,0.226716
27070,131,1982,4,2,4/2/1982,22:23:00,3,TN,47,2,0,0,0,5,0,36.42,-89.05,36.42,-89.05,0.3,50,0.000146
27108,173,1984,4,21,4/21/1984,20:00:00,3,TN,47,3,1,0,0,5,0,35.15,-89.15,35.15,-89.15,1,50,0.000145
27113,361,1984,5,7,5/7/1984,12:00:00,3,TN,47,14,1,2,0,4,0,35.62,-88.83,35.62,-88.83,0.2,30,0.000145
27116,362,1984,5,7,5/7/1984,12:05:00,3,TN,47,15,1,0,0,5,0,36.13,-88.52,36.13,-88.52,1,50,0.000146
27119,757,1984,7,26,7/26/1984,19:40:00,3,TN,47,29,1,0,0,4,0,36.23,-88.9,36.23,-88.9,0.6,30,0.000146
27121,846,1984,10,16,10/16/1984,19:05:00,3,TN,47,30,1,2,1,6,0,36.02,-88.63,36.02,-88.63,0.5,50,0.000146
27127,878,1984,11,1,11/1/1984,15:56:00,3,TN,47,32,0,0,0,0,0,36.37,-88.42,36.37,-88.42,0.5,27,0.000146
27147,179,1985,4,30,4/30/1985,17:30:00,3,TN,47,2,2,0,0,2,0,35.53,-89.45,35.52,-89.3,8,150,0.150333
27155,676,1985,11,27,11/27/1985,14:15:00,3,TN,47,10,1,0,0,5,0,35.48,-88.55,35.48,-88.55,2.2,50,0.000145
27157,57,1986,3,12,3/12/1986,0:10:00,3,TN,47,3,0,0,0,4,0,36.32,-88.48,36.32,-88.48,0.3,17,0.000146
27199,8,1988,1,19,1/19/1988,11:30:00,3,TN,47,2,2,6,1,5,0,35.65,-89.22,35.68,-89.17,3,60,0.05831
27201,9,1988,1,19,1/19/1988,11:52:00,3,TN,47,1,3,24,3,6,0,35.07,-89.45,35.97,-88.05,22,200,1.664332
27203,10,1988,1,19,1/19/1988,11:58:00,3,TN,47,3,2,0,1,5,0,35.82,-88.9,35.85,-88.82,4,60,0.08544
27206,12,1988,1,19,1/19/1988,13:05:00,3,TN,47,4,1,0,0,4,0,36.07,-88.5,36.07,-88.5,1.5,30,0.000146
27213,116,1988,5,3,5/3/1988,17:10:00,3,TN,47,5,0,0,0,4,0,36.22,-88.85,36.22,-88.85,1.5,50,0.000146
27217,570,1988,11,4,11/4/1988,15:40:00,3,TN,47,8,1,0,0,3,0,35.73,-88.68,35.8,-88.57,6,50,0.130384
27222,656,1988,11,19,11/19/1988,21:00:00,3,TN,47,10,2,1,0,5,0,35.42,-88.9,35.52,-88.73,12,90,0.197231
27371,439,1989,6,4,6/4/1989,19:15:00,3,TN,47,4,0,0,0,2,0,35.38,-89.6,35.38,-89.6,0.9,17,0.000145
27375,440,1989,6,4,6/4/1989,19:45:00,3,TN,47,5,1,2,0,3,0,35.43,-89.4,35.43,-89.4,1.5,33,0.000145
27380,549,1989,6,11,6/11/1989,19:36:00,3,TN,47,8,1,0,0,4,0,35.22,-89.3,35.22,-89.3,1,50,0.000145
27397,808,1989,11,15,11/15/1989,12:30:00,3,TN,47,11,1,0,0,4,0,35.67,-89.62,35.73,-89.57,4,73,0.078103
27399,809,1989,11,15,11/15/1989,12:55:00,3,TN,47,12,2,0,0,4,0,35.97,-88.97,35.98,-88.87,5,80,0.100499
28145,175,1981,5,9,5/9/1981,13:55:00,3,TN,47,2,0,0,0,1,0,36.4,-89.97,36.4,-89.97,0.2,40,0.000146
28202,1041,1982,12,25,12/25/1982,4:00:00,3,TN,47,7,2,0,0,5,0,35.28,-89.97,35.28,-89.97,2,77,0.000144
28362,865,1983,11,23,11/23/1983,6:50:00,3,TN,47,5,1,0,0,5,0,35.05,-90,35.05,-90,2,80,0.000144
28405,170,1984,4,21,4/21/1984,17:17:00,3,TN,47,2,3,3,0,6,0,35.12,-90.17,35.15,-90.12,3,20,0.05831
28759,211,1988,5,22,5/22/1988,16:30:00,3,TN,47,6,0,0,0,3,0,35.35,-89.9,35.38,-89.85,3,50,0.05831
28806,437,1989,6,4,6/4/1989,18:30:00,3,TN,47,2,2,0,0,5,0,35.35,-89.9,35.43,-89.8,7,100,0.128063
28810,438,1989,6,4,6/4/1989,19:00:00,3,TN,47,3,1,0,0,4,0,35.35,-89.9,35.35,-89.9,2.5,50,0.000145
28813,441,1989,6,4,6/4/1989,20:05:00,3,TN,47,6,0,0,0,2,0,35.4,-90,35.4,-90,0.9,17,0.000145
28820,547,1989,6,11,6/11/1989,17:10:00,3,TN,47,7,0,0,0,2,0,36.03,-89.65,36.03,-89.65,0.9,17,0.000146
28824,798,1989,11,7,11/7/1989,20:00:00,3,TN,47,10,0,0,0,4,0,35.2,-89.88,35.2,-89.88,0.5,17,0.000144
