FID,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,Shape_Leng
24900,231,1974,4,3,4/3/1974,22:50:00,3,TN,47,35,3,11,0,4,0,36.25,-84.67,36.37,-84.5,12.2,350,0.208087
24903,232,1974,4,3,4/3/1974,22:50:00,3,TN,47,36,3,21,0,5,0,36.48,-84.6,36.58,-84.4,13,400,0.223607
24906,233,1974,4,3,4/3/1974,23:30:00,3,TN,47,37,2,28,0,4,0,35.93,-85.33,36.02,-85.07,16.2,300,0.275136
24908,234,1974,4,3,4/3/1974,23:30:00,3,TN,47,38,1,21,2,4,0,36.1,-83.77,36.1,-83.77,1,150,0.000147
24911,235,1974,4,4,4/4/1974,0:30:00,3,TN,47,39,0,0,0,3,0,36.2,-84.07,36.23,-83.92,8.7,200,0.152971
24913,236,1974,4,4,4/4/1974,1:00:00,3,TN,47,40,0,0,0,4,0,36.13,-83.62,36.13,-83.53,4.5,27,0.09
24918,255,1974,4,8,4/8/1974,11:15:00,3,TN,47,43,3,1,0,5,0,35.43,-84.62,35.43,-84.62,2,440,0.000146
24925,99,1975,3,7,3/7/1975,12:20:00,3,TN,47,2,1,3,0,4,0,35.55,-84.28,35.53,-84.12,9.4,320,0.161245
24929,100,1975,3,7,3/7/1975,12:40:00,3,TN,47,3,1,0,0,4,0,35.6,-83.83,35.6,-83.83,0.5,200,0.000147
24935,237,1975,4,24,4/24/1975,15:30:00,3,TN,47,10,2,4,1,5,0,36.05,-85.2,36.05,-85.2,1.5,440,0.000147
24983,458,1976,5,28,5/28/1976,18:00:00,3,TN,47,9,0,0,0,4,0,35.4,-85.2,35.4,-85.2,1,440,0.000146
25049,338,1971,5,24,5/24/1971,20:55:00,3,TN,47,12,0,3,0,5,0,36.3,-86.62,36.3,-86.62,0.2,10,0.000147
25056,543,1971,6,19,6/19/1971,19:10:00,3,TN,47,15,0,0,0,0,0,36.55,-86.42,36.55,-86.42,0.2,10,0.000147
25121,84,1973,3,15,3/15/1973,2:00:00,3,TN,47,1,2,3,1,5,0,35.92,-85.5,35.92,-85.5,0.1,100,0.000147
25128,251,1973,4,25,4/25/1973,15:25:00,3,TN,47,5,1,0,0,4,0,36.17,-86.17,36.17,-86.17,0.1,10,0.000147
25148,338,1973,5,10,5/10/1973,12:45:00,3,TN,47,6,1,0,0,3,0,36.25,-86.67,36.25,-86.67,0.1,10,0.000147
25158,352,1973,5,11,5/11/1973,8:30:00,3,TN,47,9,1,0,0,0,0,36.5,-86,36.5,-86,0.1,10,0.000147
25165,367,1973,5,19,5/19/1973,13:40:00,3,TN,47,11,1,0,0,0,0,36.32,-86.57,36.32,-86.57,0.1,10,0.000147
25172,369,1973,5,19,5/19/1973,14:15:00,3,TN,47,12,1,0,0,4,0,35.25,-86.52,35.22,-86.47,3.6,10,0.05831
25192,453,1973,5,27,5/27/1973,10:00:00,3,TN,47,19,2,0,0,5,0,35,-86.33,35,-86.33,0.1,10,0.000145
25220,97,1974,4,1,4/1/1974,19:10:00,3,TN,47,3,2,12,1,3,0,36.12,-86.85,36.2,-86.68,10.9,440,0.187883
25221,99,1974,4,1,4/1/1974,19:45:00,3,TN,47,4,1,4,0,6,0,36.2,-86.53,36.22,-86.3,13.1,100,0.230868
25234,158,1974,4,3,4/3/1974,16:18:00,3,TN,47,13,2,0,0,6,0,36.13,-86.73,36.15,-86.65,4.7,400,0.082462
25235,165,1974,4,3,4/3/1974,17:00:00,3,TN,47,15,2,0,0,6,0,36.27,-86.2,36.4,-85.97,15.8,300,0.264197
25236,166,1974,4,3,4/3/1974,17:00:00,3,TN,47,16,1,4,0,4,0,35.53,-86.77,35.67,-86.6,12.9,200,0.220227
25237,167,1974,4,3,4/3/1974,17:10:00,3,TN,47,17,3,0,0,3,0,35.83,-86.43,35.98,-86.22,15.9,100,0.25807
25238,169,1974,4,3,4/3/1974,17:15:00,3,TN,47,18,1,0,0,5,0,35.45,-86.85,35.62,-86.43,26.1,200,0.453101
25239,194,1974,4,3,4/3/1974,18:30:00,3,TN,47,21,3,23,1,5,0,35.92,-86.05,36.05,-85.85,14.6,100,0.238537
25241,198,1974,4,3,4/3/1974,18:45:00,3,TN,47,22,4,121,11,6,0,35,-86.5,35.32,-86.08,27.5,800,0.528015
25243,202,1974,4,3,4/3/1974,19:00:00,3,TN,47,23,1,0,0,5,0,36.25,-85.6,36.33,-85.48,8.6,200,0.144222
25244,219,1974,4,3,4/3/1974,20:00:00,3,TN,47,28,3,1,0,4,0,35.25,-86,35.33,-85.93,7.1,100,0.106301
25247,220,1974,4,3,4/3/1974,20:15:00,3,TN,47,29,2,1,1,5,0,35.52,-85.77,35.6,-85.65,8.7,100,0.144222
25248,224,1974,4,3,4/3/1974,21:00:00,3,TN,47,31,1,0,0,3,0,35.28,-86.92,35.47,-86.48,27.5,100,0.47927
25251,229,1974,4,3,4/3/1974,22:45:00,3,TN,47,33,1,1,0,4,0,35.75,-85.83,35.82,-85.73,7.2,100,0.122066
25322,149,1976,3,20,3/20/1976,22:25:00,3,TN,47,4,1,0,0,5,0,36.15,-86.43,36.1,-86.32,7.3,440,0.12083
25345,74,1977,3,28,3/28/1977,5:34:00,3,TN,47,1,2,0,0,5,0,36.52,-86.03,36.52,-86.03,0.3,50,0.000147
25352,420,1977,6,6,6/6/1977,15:20:00,3,TN,47,2,0,0,0,3,0,35.2,-86.62,35.15,-86.47,9.2,440,0.158114
25372,103,1978,4,18,4/18/1978,2:00:00,3,TN,47,5,1,0,0,4,0,35.27,-86.75,35.27,-86.75,0.1,10,0.000145
25417,454,1979,6,30,6/30/1979,0:30:00,3,TN,47,6,1,1,2,4,0,36.25,-85.6,36.25,-85.6,2,100,0.000147
25536,114,1975,3,12,3/12/1975,11:45:00,3,TN,47,5,1,0,0,5,0,35.5,-86.25,35.53,-85.88,20.7,440,0.371214
25546,26,1976,2,17,2/17/1976,23:00:00,3,TN,47,1,1,2,0,5,0,35.92,-86.83,35.98,-86.5,19.2,440,0.33541
25551,27,1976,2,17,2/17/1976,23:15:00,3,TN,47,2,1,0,0,5,0,36.02,-86.58,36.2,-86.28,20.9,440,0.349857
25936,58,1970,4,1,4/1/1970,20:30:00,3,TN,47,3,1,2,0,4,0,36.25,-85.93,36.28,-85.88,3.6,50,0.05831
25987,147,1970,4,27,4/27/1970,14:00:00,3,TN,47,10,4,85,3,6,0,36.45,-87.13,36.55,-86.37,42.6,250,0.766551
26000,201,1971,4,27,4/27/1971,20:31:00,3,TN,47,5,3,3,0,5,0,35.98,-86.23,36.02,-85.97,15,200,0.263059
26558,400,1970,7,3,7/3/1970,18:50:00,3,TN,47,13,1,1,0,4,0,36.53,-87.53,36.53,-87.53,0.1,10,0.000147
26566,636,1970,11,19,11/19/1970,21:45:00,3,TN,47,15,1,1,0,4,0,35.85,-88.4,36.05,-88.33,14.3,250,0.211896
26577,118,1971,3,6,3/6/1971,14:39:00,3,TN,47,3,1,0,0,5,0,35.1,-87.33,35.17,-86.63,39.8,200,0.703491
26608,249,1971,5,6,5/6/1971,18:26:00,3,TN,47,6,0,0,0,0,0,35.18,-87.47,35.18,-87.47,0.1,10,0.000145
26610,252,1971,5,7,5/7/1971,17:45:00,3,TN,47,7,4,137,3,6,0,36.07,-88.78,35.88,-87.9,50.9,100,0.900278
26616,253,1971,5,7,5/7/1971,18:00:00,3,TN,47,8,1,0,0,5,0,36.12,-88.48,36.03,-88.05,24.8,100,0.439318
26621,254,1971,5,7,5/7/1971,21:15:00,3,TN,47,9,0,0,0,0,0,36.38,-87.35,36.38,-87.35,0.1,10,0.000147
26626,633,1971,7,15,7/15/1971,2:35:00,3,TN,47,16,2,8,0,5,0,36.38,-88.43,36.28,-88.2,14.7,100,0.250799
26637,126,1972,4,7,4/7/1972,16:30:00,3,TN,47,1,2,15,0,5,0,36.3,-87.07,36.17,-86.67,23.2,200,0.420595
26642,160,1972,4,21,4/21/1972,15:15:00,3,TN,47,3,1,3,0,5,0,35.93,-86.87,35.93,-86.87,1.5,50,0.000146
26679,95,1974,4,1,4/1/1974,18:45:00,3,TN,47,2,1,0,0,5,0,36.08,-87.4,36.08,-87.4,2,200,0.000146
26687,138,1974,4,3,4/3/1974,15:00:00,3,TN,47,8,1,0,0,4,0,36.48,-86.97,36.52,-86.9,4.3,27,0.080623
26700,160,1974,4,3,4/3/1974,16:30:00,3,TN,47,14,1,0,0,4,0,35.6,-86.93,35.67,-86.82,7.9,100,0.130384
26761,113,1975,3,12,3/12/1975,10:30:00,3,TN,47,4,1,3,0,5,0,35.13,-87.53,35.23,-87.35,12.4,400,0.205913
26807,174,1972,4,21,4/21/1972,20:05:00,3,TN,47,6,3,10,0,5,0,35.13,-87.53,35.37,-87.03,32.3,200,0.554617
26821,474,1972,7,2,7/2/1972,19:20:00,3,TN,47,10,0,0,0,0,0,35.23,-88.23,35.23,-88.23,0.1,10,0.000145
26839,382,1973,5,22,5/22/1973,19:15:00,3,TN,47,14,1,0,0,0,0,36.53,-87.33,36.53,-87.33,0.1,10,0.000147
26858,6,1978,1,7,1/7/1978,18:40:00,3,TN,47,1,1,0,0,5,0,35.23,-88.25,35.23,-88.25,1,100,0.000145
26862,104,1978,4,18,4/18/1978,3:45:00,3,TN,47,6,1,0,0,5,0,35.2,-87.3,35.2,-87.3,0.5,440,0.000145
26901,170,1979,4,11,4/11/1979,23:00:00,3,TN,47,2,0,0,0,3,0,36.07,-87.37,36.07,-87.37,0.3,33,0.000146
27006,223,1979,5,3,5/3/1979,16:10:00,3,TN,47,3,1,0,0,3,0,35.9,-89.4,35.9,-89.4,0.5,50,0.000145
27007,225,1979,5,3,5/3/1979,16:26:00,3,TN,47,4,1,0,0,3,0,35.95,-89.33,35.95,-89.33,0.5,30,0.000146
27009,227,1979,5,3,5/3/1979,16:50:00,3,TN,47,5,2,5,0,4,0,35.88,-89.23,35.92,-89.07,9.4,73,0.164924
27332,164,1973,4,19,4/19/1973,12:35:00,3,TN,47,4,1,1,0,4,0,36,-89.58,36,-89.58,0.1,50,0.000146
27370,394,1973,5,23,5/23/1973,22:30:00,3,TN,47,16,2,0,0,5,0,36.33,-89.12,36.43,-89,9.5,100,0.156205
27377,450,1973,5,27,5/27/1973,3:36:00,3,TN,47,18,1,0,0,3,0,36.02,-88.43,36.02,-88.43,0.1,10,0.000146
27441,1030,1973,11,26,11/26/1973,7:05:00,3,TN,47,21,2,0,0,4,0,36.17,-88.8,36.17,-88.8,0.5,27,0.000146
27442,1046,1973,11,27,11/27/1973,13:25:00,3,TN,47,22,2,1,0,5,0,35.42,-89.5,35.58,-89.32,15.4,440,0.240832
27518,144,1975,3,22,3/22/1975,3:32:00,3,TN,47,6,1,18,0,5,0,35.63,-88.75,35.63,-88.75,2,150,0.000145
27534,222,1975,4,18,4/18/1975,22:30:00,3,TN,47,8,1,6,1,6,0,35.62,-88.8,35.67,-88.7,6.6,440,0.111803
27538,236,1975,4,24,4/24/1975,10:45:00,3,TN,47,9,1,1,0,4,0,36.37,-88.85,36.37,-88.85,0.5,200,0.000146
27541,243,1975,4,25,4/25/1975,1:20:00,3,TN,47,12,1,6,0,5,0,35.8,-89.25,35.82,-89.07,10.3,440,0.181108
27559,875,1975,11,10,11/10/1975,1:00:00,3,TN,47,13,1,0,0,4,0,36,-89.5,36,-89.5,0.1,23,0.000146
27575,206,1976,3,29,3/29/1976,19:53:00,3,TN,47,6,1,0,0,0,0,35.77,-89.2,35.77,-89.2,0.7,200,0.000145
27719,822,1977,11,21,11/21/1977,1:35:00,3,TN,47,11,1,0,0,4,0,35.8,-88.88,35.8,-88.88,0.2,440,0.000145
27722,823,1977,11,21,11/21/1977,2:15:00,3,TN,47,12,0,2,0,4,0,35.27,-89,35.27,-89,0.1,10,0.000145
27725,830,1977,12,4,12/4/1977,20:50:00,3,TN,47,13,1,1,0,5,0,36,-88.42,36,-88.42,0.1,10,0.000146
27726,831,1977,12,4,12/4/1977,23:45:00,3,TN,47,14,0,3,0,5,0,36.35,-88.85,36.35,-88.85,0.1,10,0.000146
27729,43,1978,3,13,3/13/1978,19:12:00,3,TN,47,3,0,0,0,4,0,36.47,-89.42,36.47,-89.42,0.1,10,0.000146
27735,97,1978,4,17,4/17/1978,23:30:00,3,TN,47,4,0,0,0,4,0,36.03,-89.38,36.03,-89.38,0.2,220,0.000146
27926,51,1970,4,1,4/1/1970,15:00:00,3,TN,47,2,2,0,0,4,0,35.48,-88.8,35.48,-88.8,0.1,10,0.000145
27939,124,1970,4,24,4/24/1970,4:30:00,3,TN,47,9,2,3,0,4,0,35.13,-88.57,35.13,-88.57,0.1,10,0.000145
27948,354,1970,6,18,6/18/1970,16:00:00,3,TN,47,11,1,0,0,4,0,35.6,-89.07,35.6,-89.07,0.3,10,0.000145
27953,540,1970,9,3,9/3/1970,23:12:00,3,TN,47,14,0,0,0,2,0,35.6,-89.58,35.6,-89.58,0.8,30,0.000145
27955,75,1971,2,21,2/21/1971,21:35:00,3,TN,47,2,2,36,0,6,0,35.15,-88.58,35.15,-88.58,1.5,67,0.000145
27967,197,1971,4,27,4/27/1971,19:16:00,3,TN,47,4,1,3,0,4,0,36.35,-88.9,36.47,-88.55,21,73,0.37
27968,333,1971,5,24,5/24/1971,17:00:00,3,TN,47,10,2,22,0,5,0,35.28,-89.62,35.37,-89.45,10.9,100,0.192354
27969,336,1971,5,24,5/24/1971,18:35:00,3,TN,47,11,1,8,0,4,0,35.58,-88.87,35.65,-88.75,7.9,100,0.138924
27970,516,1971,6,14,6/14/1971,13:10:00,3,TN,47,13,0,0,0,0,0,35.68,-89.6,35.68,-89.6,0.2,20,0.000145
27978,876,1971,12,15,12/15/1971,2:20:00,3,TN,47,17,1,3,0,5,0,35.68,-89.55,35.87,-89.4,15.2,300,0.242074
27987,148,1972,4,15,4/15/1972,19:37:00,3,TN,47,2,1,0,0,0,0,35.03,-89.4,35.03,-89.4,0.3,50,0.000144
27995,169,1972,4,21,4/21/1972,18:30:00,3,TN,47,5,1,2,0,3,0,36.5,-88.73,36.6,-88.6,10.7,10,0.164012
28092,87,1975,2,22,2/22/1975,21:00:00,3,TN,47,1,1,2,0,4,0,35.57,-89.65,35.57,-89.65,0.1,150,0.000145
28096,242,1975,4,25,4/25/1975,1:00:00,3,TN,47,11,1,1,1,4,0,35.53,-89.87,35.58,-89.75,7.4,440,0.13
28103,205,1976,3,29,3/29/1976,18:40:00,3,TN,47,5,1,0,0,4,0,35.43,-89.67,35.43,-89.67,0.2,200,0.000145
28104,241,1976,4,11,4/11/1976,16:50:00,3,TN,47,7,0,0,0,1,0,35.58,-89.93,35.62,-89.88,3.3,200,0.064031
28120,9,1978,1,7,1/7/1978,19:30:00,3,TN,47,2,1,0,0,5,0,35.47,-89.73,35.5,-89.7,3,100,0.042426
28132,719,1978,8,29,8/29/1978,18:05:00,3,TN,47,7,2,26,0,6,0,35.02,-90,35.02,-90,2,100,0.000144
28133,776,1978,12,7,12/7/1978,16:45:00,3,TN,47,8,0,0,0,4,0,35.55,-89.7,35.55,-89.7,0.1,10,0.000145
28134,789,1978,12,31,12/31/1978,13:45:00,3,TN,47,9,1,1,0,5,0,35.67,-89.72,35.73,-89.63,6.5,167,0.108167
28135,52,1979,3,22,3/22/1979,23:30:00,3,TN,47,1,2,3,0,4,0,35.28,-90.05,35.28,-90.05,1,50,0.000144
28423,54,1970,4,1,4/1/1970,16:20:00,3,TN,47,1,1,0,0,4,0,35.02,-90.03,35.02,-90.03,0.1,10,0.000144
28438,92,1970,4,19,4/19/1970,10:45:00,3,TN,47,4,2,0,0,5,0,35.12,-89.8,35.12,-89.8,0.3,50,0.000144
28455,121,1970,4,24,4/24/1970,3:20:00,3,TN,47,7,3,5,0,6,0,35.03,-90.03,35.05,-89.73,17,50,0.300666
28476,123,1970,4,24,4/24/1970,3:35:00,3,TN,47,8,3,3,0,6,0,35.07,-89.98,35.07,-89.8,10.4,50,0.18
28523,362,1970,6,19,6/19/1970,21:05:00,3,TN,47,12,1,1,0,3,0,35.1,-89.8,35.1,-89.8,0.1,10,0.000144
28591,517,1971,6,14,6/14/1971,13:36:00,3,TN,47,14,0,0,0,0,0,35.6,-89.87,35.6,-89.87,0.2,20,0.000145
28660,168,1972,4,21,4/21/1972,18:25:00,3,TN,47,4,1,0,0,0,0,35.12,-89.72,35.12,-89.72,0.3,20,0.000144
28681,158,1973,4,19,4/19/1973,10:15:00,3,TN,47,2,1,0,0,4,0,35.33,-89.83,35.33,-89.83,1,100,0.000145
28686,163,1973,4,19,4/19/1973,11:30:00,3,TN,47,3,1,0,0,4,0,35.75,-89.67,35.75,-89.67,0.1,100,0.000145
28745,353,1973,5,11,5/11/1973,12:15:00,3,TN,47,10,1,0,0,4,0,35.23,-90,35.23,-90,0.5,100,0.000144
28749,379,1973,5,22,5/22/1973,16:00:00,3,TN,47,13,1,0,0,3,0,35.15,-89.92,35.15,-89.92,0.3,100,0.000144
28769,449,1973,5,27,5/27/1973,2:35:00,3,TN,47,17,2,0,0,4,0,35.33,-89.77,35.33,-89.77,2,100,0.000145
28962,528,1974,6,7,6/7/1974,11:30:00,3,TN,47,44,1,1,1,4,0,35.57,-89.65,35.57,-89.65,0.3,100,0.000145
