FID,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,Shape_Leng
25865,293,1966,6,16,6/16/1966,15:00:00,3,TN,47,5,1,0,0,4,0,36.38,-86.18,36.38,-86.18,0.1,10,0.000147
25873,275,1967,5,7,5/7/1967,3:30:00,3,TN,47,7,2,0,0,4,0,36.37,-86.2,36.4,-86.13,4.1,200,0.076158
25879,616,1967,7,12,7/12/1967,17:00:00,3,TN,47,12,1,0,0,4,0,35.15,-86.47,35.15,-86.47,0.1,10,0.000145
25893,71,1968,4,4,4/4/1968,18:00:00,3,TN,47,3,1,0,0,3,0,35.2,-86.13,35.2,-86.13,0.1,10,0.000145
25899,78,1968,4,14,4/14/1968,18:00:00,3,TN,47,4,1,0,0,0,0,35.47,-86.1,35.47,-86.1,0.3,10,0.000146
25901,129,1968,4,23,4/23/1968,14:58:00,3,TN,47,5,1,1,0,5,0,35.95,-85.82,35.95,-85.82,0.1,10,0.000147
25969,54,1960,3,30,3/30/1960,1:00:00,3,TN,47,1,2,1,0,4,0,35.45,-86.78,35.52,-86.67,8.2,10,0.130384
25973,523,1960,8,17,8/17/1960,15:00:00,3,TN,47,2,1,0,0,4,0,36.5,-86.67,36.5,-86.67,0.1,10,0.000147
25979,101,1961,3,13,3/13/1961,16:40:00,3,TN,47,1,3,0,0,5,0,35.6,-85.92,35.62,-85.75,9.3,250,0.171172
26380,150,1963,4,29,4/29/1963,22:00:00,3,TN,47,12,2,0,0,4,0,35.03,-87.22,35.03,-87.13,5.1,50,0.09
26400,22,1964,3,4,3/4/1964,11:00:00,3,TN,47,3,3,7,0,6,0,35.05,-88.27,35.38,-88,27.6,300,0.42638
26422,70,1965,3,17,3/17/1965,7:30:00,3,TN,47,2,1,0,0,5,0,35.33,-87.02,35.33,-87.02,0.1,10,0.000145
26425,73,1965,3,17,3/17/1965,8:20:00,3,TN,47,4,2,0,0,5,0,35.23,-87.33,35.23,-87.33,2,50,0.000145
26445,403,1966,7,15,7/15/1966,16:00:00,3,TN,47,6,1,1,0,4,0,35.62,-87.05,35.62,-87.05,0.1,10,0.000146
26505,195,1968,5,14,5/14/1968,16:15:00,3,TN,47,6,1,0,0,0,0,36.03,-86.87,36.03,-86.87,0.1,10,0.000146
26509,262,1968,5,25,5/25/1968,18:40:00,3,TN,47,11,1,0,0,0,0,36.28,-86.97,36.28,-86.97,0.1,10,0.000147
26514,265,1968,5,26,5/26/1968,15:40:00,3,TN,47,12,1,0,0,0,0,35.98,-87.13,35.98,-87.13,0.1,10,0.000146
26519,3,1969,1,23,1/23/1969,16:05:00,3,TN,47,1,2,0,0,5,0,36.48,-88.03,36.48,-88.03,0.1,10,0.000147
26949,216,1961,4,25,4/25/1961,18:15:00,3,TN,47,2,2,2,0,4,0,36.43,-87.48,36.47,-87.32,9.4,187,0.164924
26990,1,1963,1,10,1/10/1963,23:55:00,3,TN,47,1,3,4,0,6,0,35.75,-86.93,35.78,-86.87,4,400,0.067082
26992,34,1963,3,11,3/11/1963,15:10:00,3,TN,47,2,2,1,0,5,0,35.25,-87.43,35.33,-87.28,10.3,300,0.17
26994,36,1963,3,11,3/11/1963,17:00:00,3,TN,47,4,2,5,0,5,0,35.1,-87.73,35.2,-87.23,29.1,100,0.509902
27795,299,1961,5,8,5/8/1961,17:21:00,3,TN,47,3,2,0,0,5,0,35.33,-88.67,35.38,-88.37,17.2,300,0.304138
27811,34,1962,2,23,2/23/1962,15:00:00,3,TN,47,1,1,0,0,5,0,35.38,-88.63,35.48,-88.42,14,300,0.232594
27832,138,1963,4,29,4/29/1963,18:10:00,3,TN,47,11,3,6,3,5,0,35.82,-89.22,35.83,-89.05,9.3,300,0.170294
27862,44,1965,2,11,2/11/1965,13:00:00,3,TN,47,1,2,0,0,4,0,35.08,-89.53,35.08,-89.53,0.1,10,0.000144
27873,273,1967,5,6,5/6/1967,22:15:00,3,TN,47,5,2,2,0,5,0,35.88,-89.38,35.9,-89.33,3,33,0.053852
27875,274,1967,5,6,5/6/1967,22:45:00,3,TN,47,6,1,1,0,5,0,35.9,-88.95,35.9,-88.95,0.1,10,0.000146
27879,303,1967,5,15,5/15/1967,17:18:00,3,TN,47,9,1,0,0,0,0,36.35,-88.85,36.35,-88.85,0.1,10,0.000146
27889,883,1967,12,11,12/11/1967,11:00:00,3,TN,47,13,2,1,0,5,0,36.48,-88.9,36.63,-88.9,10.3,10,0.15
27892,884,1967,12,11,12/11/1967,11:00:00,3,TN,47,15,1,0,0,4,0,36.22,-89.02,36.22,-89.02,0.1,10,0.000146
27896,885,1967,12,11,12/11/1967,11:30:00,3,TN,47,14,1,0,0,4,0,36.33,-88.87,36.33,-88.87,0.1,10,0.000146
27914,65,1968,4,3,4/3/1968,21:35:00,3,TN,47,2,1,0,0,0,0,35.82,-89.63,35.82,-89.63,0.1,10,0.000145
28282,66,1968,4,3,4/3/1968,21:45:00,3,TN,47,1,3,32,4,6,0,35.33,-89.92,35.65,-89.58,28.8,1760,0.466905
28319,229,1968,5,15,5/15/1968,23:20:00,3,TN,47,7,1,0,0,0,0,35.05,-89.87,35.05,-89.87,0.1,10,0.000144
28322,233,1968,5,16,5/16/1968,1:15:00,3,TN,47,8,1,0,0,4,0,35.08,-89.8,35.08,-89.8,0.1,10,0.000144
28329,235,1968,5,16,5/16/1968,1:50:00,3,TN,47,9,1,0,0,0,0,35.4,-90.02,35.4,-90.02,0.1,10,0.000145
28335,260,1968,5,25,5/25/1968,15:00:00,3,TN,47,10,1,0,0,0,0,35.3,-89.97,35.3,-89.97,0.1,10,0.000144
28353,566,1968,9,17,9/17/1968,17:15:00,3,TN,47,13,2,0,0,3,0,35,-90,35,-90,0.3,10,0.000144
28383,309,1969,6,24,6/24/1969,2:30:00,3,TN,47,2,1,0,0,4,0,35.2,-90,35.2,-90,0.5,10,0.000144
28570,20,1964,3,4,3/4/1964,10:00:00,3,TN,47,1,2,3,0,4,0,35.3,-89.7,35.4,-89.65,7.6,200,0.111803
28575,21,1964,3,4,3/4/1964,10:30:00,3,TN,47,2,2,3,0,4,0,35.47,-89.67,35.55,-89.6,6.8,200,0.106301
28606,511,1964,7,11,7/11/1964,22:00:00,3,TN,47,4,1,0,0,5,0,35,-89.9,35,-89.9,0.3,13,0.000144
28663,154,1966,5,16,5/16/1966,3:00:00,3,TN,47,4,1,0,0,4,0,35.33,-89.75,35.33,-89.75,0.1,10,0.000145
28753,213,1967,4,23,4/23/1967,20:00:00,3,TN,47,3,1,2,0,5,0,35.2,-89.83,35.2,-89.83,0.1,10,0.000144
28758,214,1967,4,23,4/23/1967,20:45:00,3,TN,47,4,1,0,0,4,0,35,-90.03,35,-90.03,0.1,10,0.000144
28888,294,1967,5,14,5/14/1967,14:53:00,3,TN,47,8,1,0,0,6,0,35.05,-90.07,35.05,-90.07,0.1,10,0.000144
28903,349,1967,5,31,5/31/1967,12:00:00,3,TN,47,10,1,1,1,4,0,35.23,-89.65,35.23,-89.65,0.1,10,0.000144
28915,592,1967,7,5,7/5/1967,14:25:00,3,TN,47,11,1,0,0,4,0,35,-90,35,-90,0.1,10,0.000144
